FileName,Genre,W,H,# frames,FPS,Length (s),,BB available?,Portrait?,,Train 1?,Test 1?,,Train 2?,Test 2?,,Train 3?,Test 3?,
1010061___030d75ebafc348459b8cbe9b72640131.mp4,volleyball,480,270,576,30,19.20,,0,0,,0,1,,1,0,,0,1,
1010065___d6c7fbc947e04d419f35ab94007a6794.mp4,volleyball,480,270,260,30,8.67,,0,0,,1,0,,0,1,,0,1,
1010068___064a670ced7c40a2894cdb751edd22f1.mp4,volleyball,480,270,1272,30,42.40,,0,0,,1,0,,1,0,,1,0,
1010069___209a50934ae64a01b5ae5d33d7df6f24.mp4,volleyball,270,480,952,30,31.73,,0,1,,1,0,,1,0,,0,1,
1010071___43e2679205bf4a2a89baafd60a4353e3.mp4,volleyball,480,360,823,30,27.43,,0,0,,1,0,,0,1,,1,0,
1010073___ae89637977e34207b3a661e8a0131617.mp4,volleyball,480,360,1234,28.99904013,42.55,,0,0,,1,0,,0,1,,1,0,
1010075___a5b4fd4712b94b168a3b776e9aa4ff3a.mp4,volleyball,480,270,408,28.99904013,14.07,,0,0,,0,1,,1,0,,1,0,
1010078___255bc5333cb046c59f3133a49dd35f88.mp4,volleyball,360,480,1904,30,63.47,,0,1,,1,0,,1,0,,1,0,
1010079___84f3fe54437b42c9973565bbc89ca7fc.mp4,volleyball,480,270,540,30,18.00,,0,0,,0,1,,1,0,,1,0,
101007___23d897d41bce4fb191a4bd7ad75fd005.mp4,volleyball,480,270,666,30,22.20,,0,0,,0,1,,1,0,,1,0,
1010085___6cae76d2de3c43238942b399b7b8932f.mp4,volleyball,480,270,852,30,28.40,,0,0,,1,0,,1,0,,1,0,
1010086___15cc4db3a07a496a897237335e4ad5f3.mp4,volleyball,480,270,1438,30,47.93,,0,0,,1,0,,1,0,,1,0,
1010087___4dfcb2fdfaed480fb6ed75209e2f8eb4.mp4,volleyball,480,270,815,30,27.17,,0,0,,0,1,,1,0,,1,0,
1010088___90159f644e1a4d0eb9be89445665e373.mp4,volleyball,360,480,252,30,8.40,,0,1,,1,0,,1,0,,1,0,
1010090___ddfe3b22e7134e4aa4ce5b1c677fb492.mp4,volleyball,480,360,229,15,15.27,,0,0,,1,0,,0,1,,1,0,
1010091___0f8ce05938cb45e387b93c4144c867c8.mp4,volleyball,480,270,192,30,6.40,,0,0,,1,0,,1,0,,1,0,
1010092___70e92592680c4921891eabb43362a894.mp4,volleyball,480,270,1112,30,37.07,,0,0,,0,1,,1,0,,1,0,
1010094___7e0ef5938c094828ad4dbfeb294b6b53.mp4,volleyball,480,270,79,30,2.63,,0,0,,0,1,,0,1,,1,0,
1010095___78cc475011014608a61f2a5dcdc72a33.mp4,volleyball,480,270,1929,28.99904013,66.52,,0,0,,0,1,,1,0,,1,0,
1010096___b29ac669fe8c4f5c8134c31bfe553b88.mp4,volleyball,480,270,659,30,21.97,,0,0,,0,1,,1,0,,1,0,
1010097___bb97fcf173c549e1adb11ce909b76e4e.mp4,volleyball,270,480,1839,28.99904013,63.42,,0,1,,0,1,,1,0,,1,0,
1010098___2e0347097a5745a397996415cd94640c.mp4,volleyball,270,480,222,30,7.40,,0,1,,1,0,,0,1,,1,0,
1010099___38d3ff11bd3b4f4586bc24230cf07633.mp4,volleyball,270,480,357,28.99904013,12.31,,0,1,,1,0,,1,0,,1,0,
10155___9605ec3621b5431fb282f3d2bffa46a0.mp4,volleyball,480,270,276,30,9.20,,0,0,,1,0,,1,0,,1,0,
1016___f800b5bca4b74cf5bde455029361c435.mp4,volleyball,270,480,100,30,3.33,,1,1,,1,0,,0,1,,1,0,
10458___b98d79bf67c64e3c8e577bf7ea345016.mp4,volleyball,270,480,126,30,4.20,,1,1,,0,1,,0,1,,1,0,
10521___080cc640335f4c568bbad53731ef2d25.mp4,volleyball,360,480,51,30,1.70,,1,1,,1,0,,0,1,,1,0,
10532___f23e3141f6254654926a07094ca0ab9e.mp4,volleyball,480,270,293,30,9.77,,0,0,,1,0,,1,0,,0,1,
10560___2265848c168341079ba16a4560b613cc.mp4,volleyball,270,480,368,30,12.27,,1,1,,1,0,,1,0,,0,1,
10562___0fcca22ac7af4ef7a5817881f1c941ad.mp4,volleyball,480,270,99,30,3.30,,0,0,,1,0,,1,0,,1,0,
10609___b5b8fc4246d04aee8fb65bf5c58b580d.mp4,volleyball,360,480,355,30,11.83,,1,1,,0,1,,1,0,,1,0,
10627___5b696d31bbd34e919e8432a84a802fff.mp4,volleyball,480,270,238,30,7.93,,1,0,,1,0,,0,1,,1,0,
10646___7835fc1ef1e24a2085a2cd332b61f0f0.mp4,volleyball,480,360,195,30,6.50,,1,0,,1,0,,0,1,,1,0,
10652___4a8f77371010422c932ff4d7861c6193.mp4,volleyball,360,480,91,30,3.03,,0,1,,0,1,,0,1,,1,0,
1066___1d7a6ba09f434f89b0e7d16e6189b6f8.mp4,volleyball,360,480,123,30,4.10,,1,1,,0,1,,0,1,,1,0,
10693___47c911178d094f9ba5f58665e6e3c9ba.mp4,volleyball,480,270,1082,30,36.07,,0,0,,1,0,,0,1,,1,0,
106___a9aa810332d34e0ca94d29b235b894d6.mp4,volleyball,270,480,101,30,3.37,,0,1,,1,0,,1,0,,1,0,
10721___359e0ae495864b54b20d528d05566779.mp4,volleyball,360,480,251,30,8.37,,1,1,,1,0,,1,0,,1,0,
10725___c8d7beb08c454d79bed78cab10639ef4.mp4,volleyball,480,270,463,30,15.43,,1,0,,1,0,,0,1,,1,0,
10777___a8fabc658f5140788b0c2defe42cebce.mp4,volleyball,480,270,301,30,10.03,,0,0,,1,0,,0,1,,0,1,
10789___32b3e60eee074ba1a647b62182565baa.mp4,volleyball,270,480,170,30,5.67,,1,1,,1,0,,1,0,,0,1,
11339___0ad6be8545f0476187c4604794a43350.mp4,volleyball,270,480,133,30,4.43,,0,1,,1,0,,1,0,,0,1,
1147___90fed43ab1a7440fb737b20341bd3075.mp4,volleyball,480,360,569,30,18.97,,1,0,,1,0,,0,1,,1,0,
11563___299ef4878973437dbef64f760dca37b5.mp4,volleyball,270,480,168,30,5.60,,0,1,,1,0,,1,0,,1,0,
1172___264c2ecbe49547a6a93b7d969df12f04.mp4,volleyball,360,480,158,30,5.27,,1,1,,1,0,,1,0,,1,0,
1307___fb6609c20f7d4de4a1315654d820bc6d.mp4,volleyball,480,270,403,30,13.43,,0,0,,1,0,,1,0,,0,1,
1349___c424dd0718cd4a5c89e0d5f29845f6b7.mp4,volleyball,480,360,418,30,13.93,,0,0,,0,1,,0,1,,0,1,
1354___8b5088ead8ac46728df56ba49716ad9b.mp4,volleyball,480,270,182,30,6.07,,1,0,,1,0,,1,0,,1,0,
1355___162e8135d308406bba36d281e610f642.mp4,volleyball,360,480,168,30,5.60,,1,1,,0,1,,1,0,,1,0,
1408___fb4384a9ae174eacbf0a6001d13e10b7.mp4,volleyball,480,270,137,30,4.57,,1,0,,1,0,,1,0,,0,1,
1459___4c267e67cc2b420191d1c93d9efcdb4d.mp4,volleyball,270,480,133,30,4.43,,1,1,,1,0,,1,0,,0,1,
1503___170dae43146645758cc70e8c6d5b4298.mp4,volleyball,480,270,195,30,6.50,,1,0,,1,0,,1,0,,1,0,
1564___7ad32518c17744b481fc3325ec4bbe2d.mp4,volleyball,270,480,755,30,25.17,,0,1,,1,0,,0,1,,1,0,
1567___555133a4b7a84ed7bd77bd424d225b23.mp4,volleyball,480,270,1066,30,35.53,,1,0,,1,0,,1,0,,1,0,
1577___5250256720434389addf054aad68df47.mp4,volleyball,360,480,266,30,8.87,,1,1,,0,1,,1,0,,0,1,
1635___9cfcc1738da748b592142930094d7168.mp4,volleyball,360,480,171,30,5.70,,1,1,,1,0,,1,0,,0,1,
1641___b96fd0cb39af4a8cb0ec6d6f78f591b9.mp4,volleyball,480,360,283,30,9.43,,1,0,,1,0,,1,0,,1,0,
1661___cad0194d94a74ea8ab9d53600647923b.mp4,volleyball,480,270,853,30,28.43,,0,0,,1,0,,0,1,,1,0,
17497___2379c64499e84028b4ed3a3ae5d56dce.mp4,volleyball,480,270,177,30,5.90,,0,0,,0,1,,1,0,,1,0,
17862___f99efa22fb3c4e62aeb05e29b8eeef86.mp4,volleyball,480,270,169,30,5.63,,0,0,,1,0,,0,1,,1,0,
17940___4397d7f617294797907082a1834f9447.mp4,volleyball,480,270,79,30,2.63,,1,0,,1,0,,0,1,,0,1,
1796___7d2de13d29a04f47ae5122a3651d34ac.mp4,volleyball,360,480,89,30,2.97,,1,1,,0,1,,1,0,,1,0,
1820___77c6509e68dc402a89a92816b324a77c.mp4,volleyball,480,360,710,30,23.67,,0,0,,1,0,,1,0,,1,0,
1974___f6c3b0e649ff4e44b01f275698f15569.mp4,volleyball,270,480,1010,30,33.67,,0,1,,1,0,,1,0,,1,0,
20003___91541653900e4e0ebe20e7564b2b3bc3.mp4,volleyball,480,270,184,30,6.13,,1,0,,1,0,,1,0,,1,0,
20220___324d59f353ce4b7bb4426b979b9ec2e4.mp4,volleyball,480,270,239,30,7.97,,0,0,,0,1,,0,1,,0,1,
20447___87e721e8d3e74d8288dc254f188c2423.mp4,volleyball,270,480,142,30,4.73,,1,1,,1,0,,0,1,,0,1,
20541___efb16c16a84e40ca97a7d29327d7d55b.mp4,volleyball,480,270,358,30,11.93,,0,0,,1,0,,1,0,,1,0,
20600___a66156efd2ee4457952c3b87deb26b50.mp4,volleyball,480,270,286,30,9.53,,0,0,,1,0,,1,0,,1,0,
2060___525b6822c5944a9eb2ef5467840b04a2.mp4,volleyball,480,270,826,30,27.53,,0,0,,1,0,,1,0,,1,0,
20752___b917d2ac91bf439587c792b3355607f4.mp4,volleyball,480,360,112,30,3.73,,0,0,,0,1,,1,0,,0,1,
2091___f0a1a5f2aa6d49ad97775af2950846b5.mp4,volleyball,270,480,705,30,23.50,,0,1,,1,0,,1,0,,0,1,
20920___be8ab03208b641f1b8defb4d079ad72e.mp4,volleyball,270,480,289,30,9.63,,1,1,,1,0,,1,0,,1,0,
21662___02f237a7467c4162a7f485f14b6071b8.mp4,volleyball,360,480,89,30,2.97,,0,1,,1,0,,1,0,,1,0,
21717___303d75da7d7d43b3b858caf4f3c05fe6.mp4,volleyball,480,360,144,30,4.80,,0,0,,0,1,,0,1,,0,1,
22094___c4c376b771964870bdc552bd41f49d28.mp4,volleyball,480,270,319,30,10.63,,0,0,,1,0,,1,0,,1,0,
2211___81d72f9587f24bae8f8d6d3098ea0c81.mp4,volleyball,480,270,469,30,15.63,,1,0,,1,0,,0,1,,1,0,
22204___488ef8f8ea6649fbaed050792af947f8.mp4,volleyball,480,270,311,30,10.37,,0,0,,1,0,,1,0,,1,0,
22613___ce797ba715e24739b67d61280841b14c.mp4,volleyball,480,270,335,30,11.17,,0,0,,0,1,,1,0,,0,1,
22851___1f5fb30fa5d14b5892224b6325f462c6.mp4,volleyball,270,480,384,30,12.80,,0,1,,0,1,,1,0,,1,0,
22936___9bae2232ab034eb5b5fe6246b8ed5411.mp4,volleyball,480,360,239,30,7.97,,0,0,,1,0,,0,1,,1,0,
23091___6a31249f17ff4fbba2910b08df77847f.mp4,volleyball,480,360,188,30,6.27,,0,0,,0,1,,1,0,,1,0,
2324___f5506b8102b64f21971c4369424dbbc7.mp4,volleyball,480,270,455,30,15.17,,1,0,,0,1,,1,0,,0,1,
2330___e9ae0105377d4a578c2540e1663b7f0d.mp4,volleyball,480,270,226,30,7.53,,1,0,,1,0,,0,1,,0,1,
2482___a991bb7a76ca443593079febacad3877.mp4,volleyball,480,270,277,30,9.23,,0,0,,0,1,,1,0,,1,0,
2506___aa5e9e6702894ff0bff82669632c07f1.mp4,volleyball,270,480,184,30,6.13,,1,1,,0,1,,1,0,,1,0,
2592___2af28a92cedf405f913f18210a7153f6.mp4,volleyball,480,270,180,30,6.00,,0,0,,0,1,,1,0,,1,0,
2645___57df4998b25a45238fff7fab09c1a961.mp4,volleyball,270,480,341,30,11.37,,0,1,,1,0,,1,0,,1,0,
2875___3b777829bc414645adfb3efb4d02c1f4.mp4,volleyball,480,270,224,30,7.47,,0,0,,1,0,,1,0,,1,0,
289___46ad203cc22d449bbae0e42e988fde71.mp4,volleyball,480,270,333,30,11.10,,1,0,,1,0,,1,0,,0,1,
2964___9094021808eb4480b1b42d10b49d3e8b.mp4,volleyball,480,360,376,30,12.53,,1,0,,1,0,,0,1,,1,0,
2977___6c2a7561c7b943479c624956aa8a004c.mp4,volleyball,270,480,152,30,5.07,,1,1,,0,1,,1,0,,0,1,
2980___094033e8ef0d4f5495febe406f606e68.mp4,volleyball,270,480,159,30,5.30,,0,1,,0,1,,1,0,,1,0,
2987___2c3cc083e99847fd8fff7674dd039a31.mp4,volleyball,270,480,121,30,4.03,,1,1,,1,0,,1,0,,1,0,
2___59589caa29034f41b53e0aa19227a519.mp4,volleyball,480,270,386,30,12.87,,1,0,,1,0,,1,0,,0,1,
3016___14e76d9a3c7b4de48fa9eafb776ee1b9.mp4,volleyball,270,480,379,30,12.63,,1,1,,1,0,,1,0,,0,1,
3071___0290c5e649dd48f3b9ed32f1958a6898.mp4,volleyball,480,270,328,30,10.93,,0,0,,1,0,,1,0,,1,0,
3090___aed52e68700a4f56b13adc70ef0ef4ef.mp4,volleyball,480,270,108,30,3.60,,1,0,,1,0,,1,0,,0,1,
3126___f154cdc6ad4e44eb9bb4dd105363a5b8.mp4,volleyball,480,270,172,30,5.73,,1,0,,1,0,,1,0,,0,1,
3133___3745161c61c048b4bfd74bc68ad8abeb.mp4,volleyball,480,270,178,30,5.93,,1,0,,1,0,,1,0,,1,0,
328___2da69fc8e64c4c6395ce62a063bba4a8.mp4,volleyball,480,270,374,30,12.47,,0,0,,0,1,,0,1,,0,1,
3299___4ae8d0919ed74edd947d09a125b397e6.mp4,volleyball,270,480,192,30,6.40,,1,1,,1,0,,1,0,,1,0,
3353___f194d8088b71453cb4fdd70b69a4d5e2.mp4,volleyball,480,270,119,30,3.97,,1,0,,0,1,,0,1,,1,0,
3421___ed60816a5687469d8bdd023585d93ba1.mp4,volleyball,480,270,351,30,11.70,,0,0,,1,0,,0,1,,1,0,
3422___32fa274579aa40518d2b929bd1f25aa9.mp4,volleyball,480,270,269,30,8.97,,1,0,,0,1,,0,1,,1,0,
3430___2e6aaf7b54684c3e9f3d5db72e026e9d.mp4,volleyball,480,270,364,30,12.13,,0,0,,1,0,,1,0,,1,0,
3475___5123e7fbea444d02a9646ba23f76b71e.mp4,volleyball,480,270,388,30,12.93,,0,0,,0,1,,1,0,,0,1,
3540___87f21c71594a4a2da242b93462db6274.mp4,volleyball,360,480,106,30,3.53,,0,1,,1,0,,1,0,,0,1,
3543___70c540f7ba394957a2a1475561952cd9.mp4,volleyball,480,270,963,30,32.10,,0,0,,1,0,,1,0,,1,0,
3550___0cd3e82230c645b4ab116a4f36d1880f.mp4,volleyball,480,270,224,30,7.47,,1,0,,1,0,,0,1,,1,0,
3620___76c68ac10438486880f738647eb312fb.mp4,volleyball,480,270,322,30,10.73,,1,0,,1,0,,1,0,,0,1,
3634___8b055bfe8ccb4302a90597c2c0f56b93.mp4,volleyball,270,480,290,30,9.67,,1,1,,1,0,,1,0,,0,1,
3682___7a225dacc5b048cdb818f4fda43782e0.mp4,volleyball,360,480,218,30,7.27,,1,1,,0,1,,0,1,,0,1,
3932___285f22b9218c40a6b7d9192c77b38306.mp4,volleyball,480,270,205,30,6.83,,1,0,,1,0,,0,1,,1,0,
3980___3f0742dd22314dc1bf5beadc5b33ff35.mp4,volleyball,270,480,330,30,11.00,,1,1,,1,0,,1,0,,0,1,
4049___ae9b401aec0344b1970e573aebcb97c4.mp4,volleyball,480,270,253,30,8.43,,1,0,,1,0,,1,0,,0,1,
4062___908f9f6aff114ad8ade38d884f10c579.mp4,volleyball,480,270,35,30,1.17,,1,0,,1,0,,0,1,,1,0,
4127___462b46a38cd34e52b562a91a688c0dba.mp4,volleyball,480,270,93,30,3.10,,1,0,,0,1,,1,0,,1,0,
4171___771682847e874991b87e37ea40a6577c.mp4,volleyball,270,480,1127,30,37.57,,0,1,,1,0,,1,0,,1,0,
4178___8c6ffc61652042c48689a8448d4410e2.mp4,volleyball,270,480,131,30,4.37,,1,1,,1,0,,0,1,,1,0,
4251___b63837339ee64173a24cf8390fcd3cdb.mp4,volleyball,270,480,103,30,3.43,,0,1,,1,0,,1,0,,1,0,
4278___c39684d99cd642068b6a19849c8377d6.mp4,volleyball,270,480,764,30,25.47,,0,1,,1,0,,1,0,,0,1,
4279___abba331921854f7a8a12c49cd918d014.mp4,volleyball,480,270,148,30,4.93,,0,0,,1,0,,1,0,,1,0,
4405___72e3ec16c3fb407b869e9b63e0775816.mp4,volleyball,480,270,148,30,4.93,,1,0,,1,0,,1,0,,1,0,
4449___8d1e48cb302e4b8a9dbccea5238b8122.mp4,volleyball,270,480,63,30,2.10,,0,1,,1,0,,1,0,,1,0,
4487___3d399af65c0f4a9ebf95d010226253b1.mp4,volleyball,480,270,916,30,30.53,,0,0,,1,0,,1,0,,1,0,
4534___ab4f2a3dd1754a97b512f0ff759c414e.mp4,volleyball,480,270,115,30,3.83,,1,0,,0,1,,0,1,,1,0,
4544___a9338e3bf3e64f17bcd962e2470ce14b.mp4,volleyball,270,480,109,30,3.63,,1,1,,1,0,,1,0,,1,0,
4567___f27301c50d0046ec9f4829a0e6b80f1c.mp4,volleyball,480,270,841,30,28.03,,0,0,,1,0,,1,0,,0,1,
4577___7a45e3231b624b4888ff4212275e083d.mp4,volleyball,480,270,1193,30,39.77,,0,0,,0,1,,0,1,,0,1,
4633___027abdbca1dd413281f927dd3a89be04.mp4,volleyball,480,360,298,30,9.93,,0,0,,0,1,,0,1,,0,1,
4662___cb485a9901224fd5af38a1f9cf17f186.mp4,volleyball,480,270,386,30,12.87,,0,0,,1,0,,1,0,,1,0,
4667___e7d5c1dc360e4a43a9fb78861044431f.mp4,volleyball,270,480,1095,30,36.50,,0,1,,1,0,,1,0,,0,1,
4692___4a10d721d7524bdbbef4ab61915d074d.mp4,volleyball,480,270,1067,30,35.57,,0,0,,1,0,,1,0,,1,0,
469___3b23eeee0fca4fe49c0ef42b478aa995.mp4,volleyball,360,480,685,30,22.83,,0,1,,1,0,,1,0,,0,1,
4727___c2213eb59f71431b91bd625c101f4d63.mp4,volleyball,480,270,177,30,5.90,,1,0,,1,0,,0,1,,1,0,
476___25dcd1f1581d43d08db3f4349691d0c0.mp4,volleyball,480,270,148,30,4.93,,1,0,,0,1,,1,0,,1,0,
4858___f7991456d3f746dc98a186a8c7aeae9d.mp4,volleyball,480,270,165,30,5.50,,1,0,,1,0,,1,0,,1,0,
4951___666c3772b6af4f95adad3e361915fd31.mp4,volleyball,480,270,638,30,21.27,,0,0,,0,1,,1,0,,1,0,
4988___4222dd28e5a147218b679c69d88324aa.mp4,volleyball,360,480,627,30,20.90,,0,1,,1,0,,1,0,,1,0,
5025___516cacf215584c8289db9bb34a601ddf.mp4,volleyball,480,270,148,30,4.93,,1,0,,1,0,,0,1,,0,1,
5032___ed9137315a0b4a18841dcfb0e1b00046.mp4,volleyball,480,270,644,30,21.47,,0,0,,1,0,,1,0,,1,0,
5096___86c5d35772ca40c392f16bfd1782f550.mp4,volleyball,480,360,116,30,3.87,,0,0,,1,0,,0,1,,0,1,
50___4d4579b5a56e48e5bba6acbbe98d07b8.mp4,volleyball,480,270,213,30,7.10,,1,0,,1,0,,0,1,,0,1,
5123___cf8c323651224fa18f399cce9b128223.mp4,volleyball,480,270,201,30,6.70,,1,0,,0,1,,1,0,,1,0,
5245___29972443fbc0496da4ff1366a858dc7b.mp4,volleyball,270,480,394,30,13.13,,0,1,,1,0,,1,0,,1,0,
525___7038be8352b44682b6fbd63ed69899d5.mp4,volleyball,270,480,451,30,15.03,,1,1,,1,0,,0,1,,1,0,
5369___ecdcd9783f604d1d95de15801d153030.mp4,volleyball,480,360,569,30,18.97,,0,0,,0,1,,1,0,,1,0,
536___f67951dce4cb4171929a331ba4fc5298.mp4,volleyball,270,480,100,30,3.33,,0,1,,1,0,,1,0,,0,1,
5407___d93d1ac46fe74703a7cbe3aff9aecf3f.mp4,volleyball,480,270,1152,30,38.40,,0,0,,1,0,,0,1,,1,0,
5489___b14f892f12804499af043fa05f3ad4a6.mp4,volleyball,270,480,401,30,13.37,,0,1,,0,1,,1,0,,1,0,
5498___28f8370bd4314b309a6b1fe30bf7b651.mp4,volleyball,480,270,339,30,11.30,,0,0,,1,0,,1,0,,0,1,
5568___201fbb1b916143668381f57f036f7f5d.mp4,volleyball,480,270,423,30,14.10,,1,0,,1,0,,1,0,,1,0,
5619___6cd9c3256e9e4194b1ab49b1e8d8a75c.mp4,volleyball,480,270,280,30,9.33,,1,0,,1,0,,1,0,,1,0,
5697___8493b745a8104b1c9a7d3d3da14ff3a1.mp4,volleyball,480,270,839,30,27.97,,0,0,,1,0,,1,0,,1,0,
5767___08641aeb29e14827bfb0c26182db6af8.mp4,volleyball,480,270,224,30,7.47,,0,0,,1,0,,1,0,,1,0,
5774___b0561644f1cb48a5b1b560f47175b137.mp4,volleyball,270,480,156,30,5.20,,1,1,,0,1,,1,0,,0,1,
5824___4dd9aff3d8a94531aea5f0bc810a97e1.mp4,volleyball,480,270,47,30,1.57,,0,0,,1,0,,1,0,,1,0,
584___5f463f5fa94946eeabeaf891d05e7a19.mp4,volleyball,270,480,208,30,6.93,,0,1,,0,1,,1,0,,1,0,
5875___f39b20a8986844e7a5b6365eea1464df.mp4,volleyball,480,270,369,30,12.30,,0,0,,0,1,,0,1,,1,0,
6124___472a6c272de04a5b8f0aeabcf60bee76.mp4,volleyball,480,270,272,30,9.07,,0,0,,1,0,,1,0,,1,0,
6241___dad8fbc24c564e058ec3cc3dd6980202.mp4,volleyball,360,480,173,30,5.77,,1,1,,0,1,,0,1,,1,0,
6449___273760345ab04ac78db54b56055d5653.mp4,volleyball,480,270,169,30,5.63,,0,0,,1,0,,1,0,,1,0,
6546___5052ce3aa6874f968005f5ba9227d346.mp4,volleyball,480,270,164,30,5.47,,0,0,,1,0,,1,0,,1,0,
6643___40d0d71b2ebf40688510afffe5e65e78.mp4,volleyball,270,480,134,30,4.47,,1,1,,1,0,,1,0,,1,0,
6784___01ee1ea580b6428abb38f8db3364c62d.mp4,volleyball,480,270,533,30,17.77,,0,0,,1,0,,0,1,,1,0,
6880___2324192d47d84c509504c901d4842733.mp4,volleyball,480,270,148,30,4.93,,0,0,,1,0,,1,0,,1,0,
6956___3c60f60033724f288ded1ac7b261767d.mp4,volleyball,270,480,326,30,10.87,,1,1,,0,1,,1,0,,1,0,
6982___57ffb3795fd24dd7b75acf41da46a1a2.mp4,volleyball,480,270,217,30,7.23,,0,0,,1,0,,1,0,,0,1,
7180___058c09140b6d488394aad9b6428d3d03.mp4,volleyball,480,270,185,30,6.17,,1,0,,1,0,,1,0,,1,0,
7276___9dd032b0e8554d17bfd8a817b8562fa6.mp4,volleyball,480,270,441,30,14.70,,1,0,,0,1,,1,0,,1,0,
7381___49a171ac9cc44fab87c4d5d5784d0a96.mp4,volleyball,480,270,452,30,15.07,,1,0,,1,0,,1,0,,1,0,
7471___107ef30c8e2d4ca09c9654594e76bf9d.mp4,volleyball,360,480,118,30,3.93,,1,1,,1,0,,0,1,,1,0,
7587___32fb3aa4e22f411b8b71199e980ead96.mp4,volleyball,270,480,225,30,7.50,,0,1,,1,0,,1,0,,0,1,
7593___9235efbe2e8c404ea937569fcffaf2ef.mp4,volleyball,480,270,405,30,13.50,,1,0,,1,0,,1,0,,0,1,
7611___df85a27d3d9c4588a50ee8ac41308a6c.mp4,volleyball,480,270,156,30,5.20,,1,0,,1,0,,1,0,,1,0,
7808___6d517cf7e1d04955a1a91946a71d9711.mp4,volleyball,480,270,674,30,22.47,,0,0,,1,0,,1,0,,1,0,
795___9ca52efca0a543219a4746b5b58b1f7b.mp4,volleyball,270,480,101,30,3.37,,1,1,,1,0,,1,0,,1,0,
7968___b5733aef42ff499598fb2412687e871e.mp4,volleyball,480,270,201,30,6.70,,1,0,,1,0,,0,1,,1,0,
798___98b7752834514898955a54d53c5d113e.mp4,volleyball,270,480,442,30,14.73,,1,1,,1,0,,1,0,,0,1,
8015___d572d49df497498dbad1abc467796981.mp4,volleyball,480,270,202,30,6.73,,0,0,,1,0,,1,0,,0,1,
8021___f987549fd7074c889bd88c358451fae7.mp4,volleyball,480,270,202,30,6.73,,1,0,,1,0,,0,1,,1,0,
8104___88699ec504ae400783b62d77f8f235c2.mp4,volleyball,480,270,320,30,10.67,,1,0,,0,1,,1,0,,1,0,
8307___d8d793d738444cee8f696008485fd3c7.mp4,volleyball,480,270,194,30,6.47,,1,0,,1,0,,0,1,,1,0,
8424___2f57b231d69141409b8a211b8c9e7b6b.mp4,volleyball,480,270,11708,30,390.27,,0,0,,0,1,,1,0,,1,0,
8478___67800b6d02d54a1d8b41d540b0dba231.mp4,volleyball,480,270,103,30,3.43,,1,0,,0,1,,1,0,,0,1,
8486___af4499c29a954eafaa8dfb53592b3315.mp4,volleyball,480,360,10138,30,337.93,,0,0,,1,0,,1,0,,1,0,
8493___f01a906c94c64dbaba2c7c5690b97d03.mp4,volleyball,480,270,381,30,12.70,,0,0,,1,0,,0,1,,1,0,
8524___4c14e23dc47b43e78e9a02cb8b380fd5.mp4,volleyball,360,480,1042,30,34.73,,0,1,,0,1,,1,0,,0,1,
8537___de788168e4924b62a7df985645adf20a.mp4,volleyball,480,270,939,30,31.30,,0,0,,1,0,,1,0,,1,0,
8547___e97841369b474330a55f4947185b7af5.mp4,volleyball,480,270,409,30,13.63,,1,0,,0,1,,1,0,,1,0,
8559___0ecebf87832f4f0da0fbdb5b73f783e2.mp4,volleyball,360,480,236,30,7.87,,1,1,,1,0,,1,0,,1,0,
8612___f04f0db7572f4a81ad0ec009cf0f4dff.mp4,volleyball,480,270,193,30,6.43,,1,0,,1,0,,0,1,,0,1,
8618___ac8f0e1c0f8140aeab815709ace25f87.mp4,volleyball,270,480,153,30,5.10,,1,1,,1,0,,1,0,,1,0,
8637___6ecad82af85e4b328a79c2a4455076f2.mp4,volleyball,480,270,487,30,16.23,,0,0,,1,0,,0,1,,0,1,
8664___e95d75518b604cadb7c73bd6ba088110.mp4,volleyball,480,360,604,30,20.13,,0,0,,0,1,,0,1,,1,0,
9168___67b3138be45b42cc8bd99dd2e01e558f.mp4,volleyball,480,360,315,30,10.50,,1,0,,0,1,,1,0,,1,0,
9305___cd22a6849e18457d907102ec915d20f0.mp4,volleyball,480,270,626,30,20.87,,0,0,,0,1,,1,0,,1,0,
9313___121aeddbdd3f418aad44c27c807b1231.mp4,volleyball,360,480,122,30,4.07,,0,1,,1,0,,1,0,,1,0,
9317___01421fd6c7784d169babd0be3a58d131.mp4,volleyball,270,480,152,30,5.07,,1,1,,1,0,,0,1,,1,0,
9338___db430c9ccb6d48c1b6f0f4a45f1ce390.mp4,volleyball,270,480,566,30,18.87,,0,1,,1,0,,1,0,,0,1,
9355___1f0b0966c11f4e489349e3a9694202ad.mp4,volleyball,480,270,298,30,9.93,,1,0,,1,0,,1,0,,0,1,
9522___0ad59f58ee4c487da993f7c9a6988c97.mp4,volleyball,480,270,172,30,5.73,,1,0,,1,0,,0,1,,1,0,
9541___516db3dca19b4da7861419d2c161ec42.mp4,volleyball,360,480,166,30,5.53,,0,1,,1,0,,1,0,,1,0,
9579___0525dbb01a7443d6a99ff152665c2279.mp4,volleyball,480,270,170,30,5.67,,1,0,,0,1,,0,1,,1,0,
9756___e8a28d2f6f82430599a1389ee18fb34c.mp4,volleyball,480,270,193,30,6.43,,0,0,,1,0,,0,1,,1,0,
9806___752c1d3a17da4fc697a4c0d4130b95f0.mp4,volleyball,480,270,921,30,30.70,,0,0,,1,0,,0,1,,1,0,
